id,nombre_titular,apellido_titular,número_cuenta,tipo_cuenta,saldo_actual,fecha_ultimo_movimiento,fecha_apertura,sucursal,ciudad_sucursal
937,Florence,Rolph,101014953,ahorros,"$ 74,297.76",13/05/2023,10/09/2017,OVERLAND PARK,Sibanicú
938,Caren,Formby,011601443,ahorros,"$ 163,387.37",10/01/2023,9/07/2018,RIVERSIDE,Tysmenytsya
939,Symon,Gotter,042205038,corriente,"$ 135,000.86",10/04/2023,15/06/2016,ST. PAUL,Tall Ḩamīs
940,Danyette,Waberer,125108939,corriente,"$ 34,160.64",27/09/2021,29/04/2017,SPOKANE,Lincheng
941,Roberta,Gritsaev,231375520,corriente,"$ 19,980.92",20/03/2022,21/11/2017,AMHERST,Velké Němčice
942,Rorie,Armand,074903308,ahorros,"$ 125,126.90",19/07/2021,4/03/2016,GREENSBURG,Des Moines
943,Jonathan,Gonsalvo,251473787,ahorros,"$ 126,162.45",22/03/2025,15/12/2016,RUTHER GLEN,Santa Elena de Uairén
944,Corty,Tomik,072413751,ahorros,"$ 124,098.79",15/12/2024,8/02/2018,MIDLAND,Katrineholm
945,Salvidor,Tokell,091901561,ahorros,"$ 214,728.41",21/02/2025,3/09/2018,WASECA,Paiisa
946,Granger,Skingle,061103548,corriente,"$ 21,239.68",24/04/2023,24/02/2016,MACON,Tirapata
947,Gerti,Chue,084008853,ahorros,"$ 162,598.55",30/08/2022,5/07/2017,LAFAYETTE,Umuahia
948,Kalila,Honeyghan,075910523,corriente,"$ 158,622.14",3/07/2021,19/01/2018,NAPERVILLE,Xuxiake
949,Dolf,Ivanin,071103473,corriente,"$ 84,835.24",17/05/2024,7/12/2018,TERRE HAUTE,Lesnoy
950,Fanni,Noor,081519002,corriente,"$ 197,617.05",21/09/2023,2/11/2018,MONETT,Castellon De La Plana/Castello De La Pla
951,Leticia,Hakewell,101219059,ahorros,"$ 110,873.24",12/02/2025,1/01/2017,KANSAS CITY,Chuhuyiv
952,Braden,Bromby,031901482,ahorros,"$ 24,809.49",19/03/2024,5/08/2016,LEWISTON,Ḩadīdah
953,Lorant,Bole,241070417,ahorros,"$ 193,107.90",23/09/2024,12/02/2016,RIVERSIDE,Zilang
954,Rochette,Giller,064101589,corriente,"$ 167,106.50",4/03/2025,24/02/2017,MCMINNVILLE,Metahāra
955,Fancy,Crowter,053112686,ahorros,"$ 39,072.31",8/11/2023,21/12/2017,HERMITAGE,Formiga
956,Olva,Pimblott,104902392,corriente,"$ 120,907.20",7/11/2020,30/07/2016,WISNER,Boston
957,Hally,MacCroary,121032232,corriente,"$ 34,937.55",22/07/2023,10/01/2016,EL MONTE,Wukeshu
958,Bree,Laffranconi,111924363,ahorros,"$ 149,128.59",19/02/2025,8/05/2016,KINGFISHER,Néa Palátia
959,Anestassia,Boulds,051402589,ahorros,"$ 211,299.97",7/01/2023,19/01/2017,STRASBURG,Lapas
960,Chad,Kyttor,084008853,corriente,"$ 91,841.08",4/02/2025,9/02/2018,LAFAYETTE,Jungkat Selatan
961,Antonius,Olczak,043400036,corriente,"$ 91,885.84",29/08/2023,10/08/2017,WHEELING,Strellc i Epërm
962,Wilone,Elecum,103101372,ahorros,"$ 164,036.64",13/04/2025,5/10/2016,CHOUTEAU,Tigaon
963,Kailey,Fiddeman,111322457,corriente,"$ 177,179.53",30/06/2023,16/04/2016,HEREFORD,Nerk’in Getashen
964,Clareta,Pozzi,122240340,corriente,"$ 62,950.38",13/10/2021,9/03/2017,CARLSBAD,Toulon
965,Janene,Martel,242070791,ahorros,"$ 203,341.31",20/01/2020,28/08/2017,CINCINNATI,Okulovka
966,Janel,Lavarack,101019521,corriente,"$ 130,414.16",9/06/2022,4/04/2017,KANSAS CITY,Aguazul
967,Ruthie,Gleder,262287218,corriente,"$ 25,018.47",26/01/2020,12/01/2016,CULLMAN,Jingang
968,Berkeley,Blackston,103110428,corriente,"$ 213,098.25",30/12/2024,29/12/2017,OKEENE,Dongluqiao
969,Markus,Sings,065303069,ahorros,"$ 40,851.13",10/12/2021,14/05/2017,BELZONI,Göteborg
970,Gui,Beeson,111025084,ahorros,"$ 34,838.53",26/05/2025,25/07/2016,LOS ANGELES,Qaryūt
971,Vergil,Readhead,072414255,ahorros,"$ 45,706.65",29/10/2024,17/12/2016,MIDLAND,Cinyawar
972,Ania,Hegg,101100265,ahorros,"$ 149,843.12",23/01/2022,8/08/2017,NAPERVILLE,Bremerhaven
973,Terza,Burchess,243373222,corriente,"$ 75,369.49",13/03/2020,11/02/2016,WHEELING,Libiąż
974,Gawen,Skirrow,031901482,ahorros,"$ 211,901.52",28/07/2022,29/10/2017,LEWISTON,Wengtian
975,Weber,Beadnall,061204612,ahorros,"$ 72,717.61",5/07/2024,3/03/2016,MOULTRIE,Niebylec
976,Marcela,Corrett,082901855,corriente,"$ 57,239.35",24/09/2024,22/02/2018,PINE BLUFF,Lirang
977,Vinita,Beardsdale,121132682,corriente,"$ 171,884.12",10/03/2020,9/04/2016,EL MONTE,Neob
978,Kym,Rickaert,042103460,ahorros,"$ 107,733.49",15/05/2023,19/03/2017,GRAYSON,Alcaldedíaz
979,Tuckie,Staniland,057000697,corriente,"$ 185,564.63",26/04/2021,25/04/2016,COLUMBUS,Growong Lor
980,Berke,McKinnon,107001067,ahorros,"$ 158,505.28",17/07/2021,16/03/2016,KANSAS CITY,Truskavets
981,Chryste,Prawle,063104972,ahorros,"$ 124,600.46",24/08/2021,5/04/2018,RICHMOND,Allen
982,Marven,MacNess,061119901,corriente,"$ 164,915.66",6/08/2020,16/07/2016,BLAIRSVILLE,Mauren
983,Dore,Broadnicke,102101548,corriente,"$ 75,178.80",30/12/2022,3/05/2018,HELENA,Chengtou
984,Paulita,Mostyn,081503102,ahorros,"$ 152,279.10",29/10/2023,19/05/2018,JEFFERSON CITY,Tanlin
985,Elwira,Inglese,075906702,corriente,"$ 28,915.96",24/05/2024,9/05/2016,ROSHOLT,Proletarsk
986,Colly,Abrahamian,231372439,corriente,"$ 162,849.27",10/04/2021,3/04/2016,WILSON,Leteki
987,Rosaleen,Brade,322270262,ahorros,"$ 149,377.72",29/04/2023,21/02/2017,ENGLEWOOD CLIFFS,Perm
988,Shelbi,Paske,111300945,corriente,"$ 177,912.62",20/09/2020,2/12/2017,HENRICO,Sarandi
989,Barrie,Kondrachenko,043318814,ahorros,"$ 70,170.95",22/08/2024,25/08/2017,INDIANA,Bridel
990,Drona,Grono,084107893,ahorros,"$ 17,097.48",6/04/2020,29/11/2017,LAFAYETTE,Plaridel
991,Kristan,Shaxby,011110688,corriente,"$ 107,848.92",3/08/2020,12/01/2016,MIDDLETOWN,Ibiá
992,Phyllis,O' Hogan,323270216,corriente,"$ 115,405.33",20/02/2024,6/04/2016,PORTLAND,Karangpeton
993,Bettine,Gaitone,111912401,ahorros,"$ 104,833.55",7/01/2020,12/02/2017,SEYMOUR,Changtian
994,Lauree,Pearn,325170699,corriente,"$ 174,878.86",17/06/2021,24/11/2018,ALBANY,Ishigaki
995,Shela,Cotterel,092902404,corriente,"$ 33,795.23",26/05/2024,19/05/2018,KALISPELL,Tyresö
996,Lillis,Garthside,102000021,corriente,"$ 202,606.10",7/09/2023,26/10/2016,ST. PAUL,Progreso
997,Inge,Rickardes,041205673,corriente,"$ 15,653.79",10/08/2021,23/09/2016,COLUMBUS,Podkumskiy
998,Abey,Agirre,075910798,ahorros,"$ 102,516.30",2/03/2022,2/10/2018,NAPERVILLE,Barili
999,Ferdy,Dobinson,062205199,corriente,"$ 21,921.12",24/07/2020,7/06/2018,BIRMINGHAM,Passagem
1000,Mick,Coniam,072407000,ahorros,"$ 77,394.34",23/08/2021,16/12/2016,BELDING,Priekule
